web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714778842-390","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Dr. Hill expects participation and prepared students--don't fall behind on the reading. She gives very clear expectations and if you do the work, a 4.0 is within easy reach. She's very accessible, understanding, and open to constructive criticism. Would definitely take again.","Jun 5th, 2018","CSS290","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality5.0","3.0",""
"1714778842-391","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Dr. Hill uses an ""active learning"" style so, while attendance isn't mandatory, you should show up. Her tests are difficult but are weighted fairly, and are largely off-set by lab. She is incredibly accessible outside of class and offers partial credit back on one exam question per quarter. It's not an easy class, but the work is worthwhile.","Mar 21st, 2018","BPHYS122","For Credit: Yes","Would Take Again: Yes","Grade: A+","Grade: A+","Helpful 7 7","Quality5.0","4.0",""
"1714778842-392","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Hill's exams are nearly impossible to do well in, as they are extremely difficult and are graded harshly. Also, the lectures are more-so group problem solving sessions rather than actual lecture. In addition to this, the in-class participation is worth a lot of the grade as well.","Mar 20th, 2018","BPHYS122","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","5.0",""
"1714778842-393","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","I wish she would lecture more. She lectures maybe 20-30mins a week. Her Exams are plain difficult. Rigorous grader. Impossible to receive full points on homework. Her exam averages are usually in the 50s-low 60s. This is a self taugh class, she expects you to work in groups and figure most things on your own.","Mar 14th, 2018","PHYS122","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 6 0","Quality2.0","4.0",""
"1714778842-394","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","u will easily find that no one in the class really follows her lecture. here is the situation, if u know it, u dont need her to explain it. if u dont know it, u cannot figure out her lecture. Now, she doesnt show any question which will be in the exam before the exam. And u only have 80 minutes to solve a 2hrs test. u will waste many time on clas","Mar 13th, 2018","PHYS122","Attendance: Mandatory","Would Take Again: No","Grade: A","Grade: A","Helpful 5 0","Quality1.0","5.0",""
"1714778842-395","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","She's an awesome lecturer, the 10 minutes or so a class she'll talk. The rest is all group work and teaching each other what to do. If your group doesn't know how to do the problem, you're stuck. You just hope she doesn't randomly call on you to answer the question. If you don't know the answer of the question, she makes you feel stupid publicly.","Mar 7th, 2018","BPHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality2.0","4.0",""
"1714778842-396","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Worst teacher I've had at uwb yet. This is essentially a self-study class because she doesn't teach you anything or walk you through anything. I took an intro class with her but i felt disadvantaged that I didn't already know physics. She's very condescending too and gives an aura of pretentiousness.","Mar 4th, 2018","BPHYS121","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","4.0",""
"1714778842-397","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Quite possibly the worst teacher I've ever had period. Her in-class material that she 'teaches' if you can call it that is all so basic compared to the exams and homework she gives you. Almost every problem has super confusing or off-putting wording. Her lectures are the equivalent of teaching 1+12 then asking you to solve calc-level math.","Feb 20th, 2018","BPHYS121","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","4.0",""
"1714778842-398","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Dr. Erin Hill has an interesting teaching methodology . She claims she never lectures but the rare case she does, she calls them 'mini lectures'. She is organized and wants the best for the class, but instead of teaching us stuff we need to know, she uses a guided leaning method where students figure things on their own. This is self study class.","Feb 20th, 2018","BPHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","4.0",""
"1714778842-399","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","The lectures are very group-oriented and focuses a lot on examples that 95% of the class won't solve on the first try. Be prepared to undergo a lot of tight/close scheduling. By the time you take the second exam, homework (resource worksheets) for chapters not covered by the exam will be due. You'll need to self-learn a lot of things to do well.","Feb 12th, 2018","BPHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality2.0","4.0",""
"1714778842-400","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","She doesn't lecture on the chapter, she lectures on couple questions that apparently ""majority of the class asked for,"" but I didn't and overall throughout the quarter, you're going to be confused and not know what you're learning in the class and she expects you to know physics before you enter her class.","Jan 26th, 2018","BPHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: Yes","Quality1.0","5.0",""
"1714778842-401","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","She doesn't give good lectures, she doesn't explain the problem well. She expects her students to not use online resources.","Jan 26th, 2018","BPHYS121","Attendance: Mandatory","Would Take Again: No","Grade: C+","Grade: C+","Helpful 3 0","Quality1.0","5.0",""
"1714778842-402","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Dr. Hill is a great professor and is probably one of the best professors I've had at UWB. Her lecturing style involves randomized group work, but don't be dismayed by this; it makes lectures extremely interactive. Her exams are initially difficult, but decrease in difficulty over the quarter. I really recommend that you take her for mechanics!","Apr 4th, 2017","PHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality4.0","3.0",""
"1714778842-403","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","She's really good and has students work in teams, which is nice but is not a very good lecturer as she doesn't really give time to take notes on the rare occasion that she lectures. She gives amazing feedback and knows what she's talking about, I highly recommend you take her class if possible.","Mar 1st, 2017","BPHYS121","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality4.0","4.0",""
"1714778842-404","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","She is a great professor overall. She helps people engage into group work and conversations that will be useful in the future. She shows interests in her work and gives everyone a fair chance and help. I wish she taught more physics classes because I enjoy the way she teaches - more group work and practice problems, less lecturing.","Mar 2nd, 2016","PHYS121","For Credit: Yes","Attendance: Not Mandatory","Grade: B","Grade: B","","Quality5.0","4.0",""
"1714778842-405","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.025 ratingsErin HillPhysicsUniversity of Washington32% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/1783067","Erin is awesome. She really cares about her students' learning. If you go to her office, she will spend as much time as needed until you understand the material. She will even approach you in the QSC and offer help. She can be a little snippy occasionally. She is really excited about her peer-education based teaching method, but I am not a fan.","Jun 28th, 2015","PHYS121","For Credit: Yes","Attendance: Mandatory","Grade: A+","Grade: A+","","Quality5.0","1.0",""
